-0.3874,-1.0492,0.9460,1.6795,-0.0406,-0.2587,0.4960,-1.4618,-1.5865,-0.6937,0.0548,0.4662,-0.8560,-1.4797,0.3653,0.2008,0.8698,-1.0012,0.5311,0.3812
-1.4834,-0.6921,-0.3590,0.7885,0.2712,-1.4553,1.4786,-0.3496,-0.5085,-0.9938,-0.8244,0.0825,0.4647,-0.5697,1.0322,0.6129,-1.2081,-0.4732,-0.0127,0.5525
-0.8170,0.9065,-0.9609,0.0314,0.5893,0.1543,0.2097,-0.1175,0.2190,0.2934,-1.3942,0.4982,-2.0102,0.4753,-0.3611,-0.1103,0.9673,-0.8846,1.6703,0.3815
0.0639,-0.2189,0.3291,-0.5893,0.0048,0.4928,0.0658,-1.2476,2.0318,2.4888,-1.2594,-0.6610,-1.0082,-1.6333,-0.1159,-1.6045,0.1496,0.5962,0.4037,-0.2345
0.7460,-1.1248,-0.9388,0.5104,0.8998,-0.3820,-0.4227,1.1581,0.4599,0.5346,0.5821,0.7799,0.8654,0.2866,-0.0780,-0.7364,1.4273,0.6627,0.5802,-1.0105
-0.1743,-0.8443,1.0400,1.1472,-0.0404,-1.4312,-1.0850,-0.4332,-1.1476,0.1522,-0.2207,0.4489,-0.8610,2.4882,-1.3712,-3.2014,0.1377,0.3722,0.1884,-0.5128
0.0237,0.8047,-0.4616,1.9061,-0.7964,-0.1642,1.4176,0.3648,-0.0248,-0.3364,-0.4172,-0.7870,-0.6594,2.5414,2.8929,-1.2669,-0.6870,0.7369,-0.4138,-0.1528
0.6815,0.4755,0.7549,-0.1956,-0.1673,1.0932,-2.1277,-0.6565,1.4036,-1.2741,-0.0057,0.0274,1.0661,1.2304,0.9882,-0.5359,-1.0155,0.1108,0.4513,-0.5170
0.2102,-0.2848,-1.2600,-0.7218,0.0848,-0.7290,-0.1299,-0.7289,-1.4535,-0.2675,-0.3295,-0.8986,0.5478,0.5581,-0.4639,-1.3918,-0.9759,0.2486,0.1610,-0.2143
0.8917,0.1986,-0.2254,-0.6749,-1.4427,-1.3092,-1.1750,0.6975,-0.2425,0.3011,-1.2087,-1.0705,1.6742,0.1536,0.2301,-0.0140,0.2931,-1.0499,-0.4311,1.2177
0.5988,-0.6241,2.0077,-0.8769,0.4469,0.5048,-0.6887,1.4132,0.5439,-1.2526,2.7755,-1.0609,-0.1955,0.3159,0.9649,0.5393,0.2933,-0.6680,-0.5142,-2.4455
