0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6181,-0.6700,-0.6104,-1.4209,0.9608,0.1412,0.2672,-2.1693,0.9195,0.7498,-0.8344,-2.2175,1.3608,1.1634,1.1476,1.1032,-0.1630,0.2684,-0.7745,0.3523,0.1251,1.4891,-0.4005,0.9655,1.5534,-0.6414,1.1856,-0.6912,0.7172,1.3305,2.5512,0.5730
-0.6181,-0.6700,-0.6104,-1.4209,0.9608,0.1412,0.2672,-2.1693,0.9195,0.7498,-0.8344,-2.2175,1.3608,1.1634,1.1476,1.1032,-0.1630,0.2684,-0.7745,0.3523,0.1251,1.4891,-0.4005,0.9655,1.5534,-0.6414,1.1856,-0.6912,0.7172,1.3305,2.5512,0.5730,-0.7980,0.0165,-0.3003,1.1690,-0.6726,0.6794,-0.2806,0.5056,0.3871,-0.6237,0.3920,-0.2510,0.6589,0.0358,0.6909,-0.3661,0.1115,-0.0674,-0.2416,0.9086,-0.5679,-2.1726,1.5274,0.7483,-0.3977,-0.1744,1.0488,-1.3899,0.1016,0.0186,0.7962,0.5533
-0.7980,0.0165,-0.3003,1.1690,-0.6726,0.6794,-0.2806,0.5056,0.3871,-0.6237,0.3920,-0.2510,0.6589,0.0358,0.6909,-0.3661,0.1115,-0.0674,-0.2416,0.9086,-0.5679,-2.1726,1.5274,0.7483,-0.3977,-0.1744,1.0488,-1.3899,0.1016,0.0186,0.7962,0.5533,0.7568,-0.4340,-0.4481,-1.0945,1.1984,0.2262,0.5873,-0.5083,-0.9241,0.6832,0.0705,-0.3610,0.2508,-1.1858,-0.5897,-0.4502,-0.2500,-0.3950,-0.5271,1.2674,-1.5487,0.4089,0.1193,-0.1669,1.8160,0.5248,-1.9079,0.3727,-0.4036,1.6501,0.2485,-2.1657
0.7568,-0.4340,-0.4481,-1.0945,1.1984,0.2262,0.5873,-0.5083,-0.9241,0.6832,0.0705,-0.3610,0.2508,-1.1858,-0.5897,-0.4502,-0.2500,-0.3950,-0.5271,1.2674,-1.5487,0.4089,0.1193,-0.1669,1.8160,0.5248,-1.9079,0.3727,-0.4036,1.6501,0.2485,-2.1657,-0.6597,-0.1019,-1.9531,0.7285,-1.7431,-0.8799,-0.9337,-0.0109,-1.2229,-0.6748,0.6627,1.3562,-0.4524,1.8488,-0.8696,1.1647,-2.5289,0.0291,0.9285,-0.4764,-0.5492,1.6302,-1.5967,1.4342,0.2795,1.9878,-0.2425,-0.0680,2.0354,-0.8453,-1.2685,0.0776
-0.6597,-0.1019,-1.9531,0.7285,-1.7431,-0.8799,-0.9337,-0.0109,-1.2229,-0.6748,0.6627,1.3562,-0.4524,1.8488,-0.8696,1.1647,-2.5289,0.0291,0.9285,-0.4764,-0.5492,1.6302,-1.5967,1.4342,0.2795,1.9878,-0.2425,-0.0680,2.0354,-0.8453,-1.2685,0.0776,0.5036,0.7223,1.3939,-0.8802,-0.3486,-1.1360,0.7841,0.9080,1.1116,-1.0199,-1.2199,0.2333,-1.7656,-2.4751,0.2781,-0.5376,1.9363,0.7010,0.0016,-0.2859,0.3194,-0.8792,1.0176,0.6358,0.3008,0.3341,-0.3388,-0.1912,1.3485,0.9687,-0.8221,1.2913
0.5036,0.7223,1.3939,-0.8802,-0.3486,-1.1360,0.7841,0.9080,1.1116,-1.0199,-1.2199,0.2333,-1.7656,-2.4751,0.2781,-0.5376,1.9363,0.7010,0.0016,-0.2859,0.3194,-0.8792,1.0176,0.6358,0.3008,0.3341,-0.3388,-0.1912,1.3485,0.9687,-0.8221,1.2913,-1.5273,1.9357,-0.5666,-0.2087,-0.2196,-1.0506,0.6627,0.2676,0.3103,-0.3919,-1.3938,-0.2140,-0.4726,-0.7646,0.0185,-0.5413,-0.0092,-0.3389,0.6576,1.3414,-1.0849,-0.7617,-1.3635,-0.5835,2.1551,-1.4077,0.6003,-1.4503,0.8890,-1.1131,-0.0697,-0.1589
-1.5273,1.9357,-0.5666,-0.2087,-0.2196,-1.0506,0.6627,0.2676,0.3103,-0.3919,-1.3938,-0.2140,-0.4726,-0.7646,0.0185,-0.5413,-0.0092,-0.3389,0.6576,1.3414,-1.0849,-0.7617,-1.3635,-0.5835,2.1551,-1.4077,0.6003,-1.4503,0.8890,-1.1131,-0.0697,-0.1589,-0.3870,0.6624,-0.8629,1.7379,-0.1544,-0.3444,-0.0697,0.3244,-0.7363,-2.3565,-0.2554,0.2942,-1.0918,-0.0547,-1.2249,-1.1115,0.5511,0.2514,1.4731,-0.1297,-1.5794,-0.4535,0.2434,0.4695,0.0622,-1.1257,-0.2648,-1.4993,-0.3055,0.6119,-1.2969,-1.3157
-0.3870,0.6624,-0.8629,1.7379,-0.1544,-0.3444,-0.0697,0.3244,-0.7363,-2.3565,-0.2554,0.2942,-1.0918,-0.0547,-1.2249,-1.1115,0.5511,0.2514,1.4731,-0.1297,-1.5794,-0.4535,0.2434,0.4695,0.0622,-1.1257,-0.2648,-1.4993,-0.3055,0.6119,-1.2969,-1.3157,-0.9019,-1.1065,-1.0535,0.9482,1.0394,-0.9953,-0.7220,0.4855,0.5866,-0.4566,-0.2440,-1.4226,-0.4130,0.6940,0.7436,0.3997,0.5865,3.2250,-1.0514,-1.6288,0.9121,0.2565,1.7111,1.4535,2.1477,-0.4398,-0.6304,0.4049,1.5459,1.7557,0.0712,0.7643
-0.9019,-1.1065,-1.0535,0.9482,1.0394,-0.9953,-0.7220,0.4855,0.5866,-0.4566,-0.2440,-1.4226,-0.4130,0.6940,0.7436,0.3997,0.5865,3.2250,-1.0514,-1.6288,0.9121,0.2565,1.7111,1.4535,2.1477,-0.4398,-0.6304,0.4049,1.5459,1.7557,0.0712,0.7643,0.3154,0.8158,1.6372,0.6739,-1.1952,1.8419,0.8412,-2.1527,0.3708,-0.0465,0.8077,0.4922,0.4371,-1.4627,1.2883,1.9031,0.4459,0.3050,0.2388,0.8013,-0.6766,-0.3121,0.3296,1.2037,-0.8377,1.0801,-0.4082,1.4792,-0.8652,0.8424,-0.3376,0.9797
0.3154,0.8158,1.6372,0.6739,-1.1952,1.8419,0.8412,-2.1527,0.3708,-0.0465,0.8077,0.4922,0.4371,-1.4627,1.2883,1.9031,0.4459,0.3050,0.2388,0.8013,-0.6766,-0.3121,0.3296,1.2037,-0.8377,1.0801,-0.4082,1.4792,-0.8652,0.8424,-0.3376,0.9797,1.4158,0.9636,-0.7160,0.3349,0.4556,0.2087,1.2959,1.7607,-1.0757,1.2263,-1.7333,0.2073,-0.3760,-0.5864,0.7498,-0.1306,0.7947,-0.0300,-0.1574,0.8176,-0.2370,1.0955,0.4608,-1.0328,-0.0283,-0.8101,-1.5973,-0.8687,-0.2998,-0.1545,-0.2648,0.3390
